design_group_id,nct_id,group_type,title,arm_desc,intervention_id,intervention_type,name,intervention_desc,arm_title_desc,intervention_name_desc,intervention_type_name_desc
13296606,NCT00002548,Experimental,HDCTX with PBSC and Autologous BMT,"High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Auto Trans: Mel 140mg/m2 IV D-5; TBI 150cGy D-4, -3, -2, -1; infusion D0",12896634,Drug,cyclophosphamide,"1.5 g/m2 in 100 ml of D5W, IV intravenously over 1 hour every 3 hour x 3 (total dose 4.5 g/m2)","HDCTX with PBSC and Autologous BMT

High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Auto Trans: Mel 140mg/m2 IV D-5; TBI 150cGy D-4, -3, -2, -1; infusion D0","cyclophosphamide: 1.5 g/m2 in 100 ml of D5W, IV intravenously over 1 hour every 3 hour x 3 (total dose 4.5 g/m2).","Drug
cyclophosphamide: 1.5 g/m2 in 100 ml of D5W, IV intravenously over 1 hour every 3 hour x 3 (total dose 4.5 g/m2)."
13296606,NCT00002548,Experimental,HDCTX with PBSC and Autologous BMT,"High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Auto Trans: Mel 140mg/m2 IV D-5; TBI 150cGy D-4, -3, -2, -1; infusion D0",12896635,Drug,dexamethasone,"40 mg/day PO or IVPB days 1-4, 9-12, 17-20 q 5 weeks","HDCTX with PBSC and Autologous BMT

High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Auto Trans: Mel 140mg/m2 IV D-5; TBI 150cGy D-4, -3, -2, -1; infusion D0","dexamethasone: 40 mg/day PO or IVPB days 1-4, 9-12, 17-20 q 5 weeks.","Drug
dexamethasone: 40 mg/day PO or IVPB days 1-4, 9-12, 17-20 q 5 weeks."
13296606,NCT00002548,Experimental,HDCTX with PBSC and Autologous BMT,"High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Auto Trans: Mel 140mg/m2 IV D-5; TBI 150cGy D-4, -3, -2, -1; infusion D0",12896636,Drug,doxorubicin hydrochloride,10 mg/m2/day continuous 1 - 4 q 5 weeks,"HDCTX with PBSC and Autologous BMT

High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Auto Trans: Mel 140mg/m2 IV D-5; TBI 150cGy D-4, -3, -2, -1; infusion D0",doxorubicin hydrochloride: 10 mg/m2/day continuous 1 - 4 q 5 weeks.,"Drug
doxorubicin hydrochloride: 10 mg/m2/day continuous 1 - 4 q 5 weeks."
13296606,NCT00002548,Experimental,HDCTX with PBSC and Autologous BMT,"High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Auto Trans: Mel 140mg/m2 IV D-5; TBI 150cGy D-4, -3, -2, -1; infusion D0",12896637,Drug,melphalan,140 mg/m2 is given IV within 30 minutes of constitution on Day -5,"HDCTX with PBSC and Autologous BMT

High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Auto Trans: Mel 140mg/m2 IV D-5; TBI 150cGy D-4, -3, -2, -1; infusion D0",melphalan: 140 mg/m2 is given IV within 30 minutes of constitution on Day -5.,"Drug
melphalan: 140 mg/m2 is given IV within 30 minutes of constitution on Day -5."
13296606,NCT00002548,Experimental,HDCTX with PBSC and Autologous BMT,"High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Auto Trans: Mel 140mg/m2 IV D-5; TBI 150cGy D-4, -3, -2, -1; infusion D0",12896638,Drug,prednisone,40 mg/m2 PO days 1-7 q 35 days,"HDCTX with PBSC and Autologous BMT

High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Auto Trans: Mel 140mg/m2 IV D-5; TBI 150cGy D-4, -3, -2, -1; infusion D0",prednisone: 40 mg/m2 PO days 1-7 q 35 days.,"Drug
prednisone: 40 mg/m2 PO days 1-7 q 35 days."
13296606,NCT00002548,Experimental,HDCTX with PBSC and Autologous BMT,"High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Auto Trans: Mel 140mg/m2 IV D-5; TBI 150cGy D-4, -3, -2, -1; infusion D0",12896640,Procedure,allogeneic bone marrow transplantation,day 0,"HDCTX with PBSC and Autologous BMT

High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Auto Trans: Mel 140mg/m2 IV D-5; TBI 150cGy D-4, -3, -2, -1; infusion D0",allogeneic bone marrow transplantation: day 0.,"Procedure
allogeneic bone marrow transplantation: day 0."
13296606,NCT00002548,Experimental,HDCTX with PBSC and Autologous BMT,"High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Auto Trans: Mel 140mg/m2 IV D-5; TBI 150cGy D-4, -3, -2, -1; infusion D0",12896641,Procedure,autologous bone marrow transplantation,day 0,"HDCTX with PBSC and Autologous BMT

High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Auto Trans: Mel 140mg/m2 IV D-5; TBI 150cGy D-4, -3, -2, -1; infusion D0",autologous bone marrow transplantation: day 0.,"Procedure
autologous bone marrow transplantation: day 0."
13296606,NCT00002548,Experimental,HDCTX with PBSC and Autologous BMT,"High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Auto Trans: Mel 140mg/m2 IV D-5; TBI 150cGy D-4, -3, -2, -1; infusion D0",12896642,Procedure,peripheral blood stem cell transplantation,day 0,"HDCTX with PBSC and Autologous BMT

High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Auto Trans: Mel 140mg/m2 IV D-5; TBI 150cGy D-4, -3, -2, -1; infusion D0",peripheral blood stem cell transplantation: day 0.,"Procedure
peripheral blood stem cell transplantation: day 0."
13296606,NCT00002548,Experimental,HDCTX with PBSC and Autologous BMT,"High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Auto Trans: Mel 140mg/m2 IV D-5; TBI 150cGy D-4, -3, -2, -1; infusion D0",12896643,Radiation,radiation therapy,"administered in fractionated doses of 150 cGy, 6 - 10 hours apart bid, on Days -4, -3, -2, and -1 (Total 1,200 cGy)","HDCTX with PBSC and Autologous BMT

High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells and autologous bone marrow transplant
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Auto Trans: Mel 140mg/m2 IV D-5; TBI 150cGy D-4, -3, -2, -1; infusion D0","radiation therapy: administered in fractionated doses of 150 cGy, 6 - 10 hours apart bid, on Days -4, -3, -2, and -1 (Total 1,200 cGy).","Radiation
radiation therapy: administered in fractionated doses of 150 cGy, 6 - 10 hours apart bid, on Days -4, -3, -2, and -1 (Total 1,200 cGy)."
13296607,NCT00002548,Experimental,HDCTX with PBSC and interferon,"High dose chemotherapy with peripheral blood stem cells and interferon
Experimental: HDCTX with PBSC and interferon High dose chemotherapy with peripheral blood stem cells and interferon
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Chemo: vincristine 1.2 mg/m2 IV D1, BCNU 20 mg/m2 IV D1, melphalan 8 mg/m2 PO D1-4, cyclophosphamide 400 mg/m2 IV D1, prednisone 40 mg/m2 PO D1-7
IFN: IFN 3 million units/m2 MWF SQ",12896632,Biological,recombinant interferon alfa,"3 million units/m2 SQ Monday-Wednesday
-Friday (3 times a week)","HDCTX with PBSC and interferon

High dose chemotherapy with peripheral blood stem cells and interferon
Experimental: HDCTX with PBSC and interferon High dose chemotherapy with peripheral blood stem cells and interferon
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Chemo: vincristine 1.2 mg/m2 IV D1, BCNU 20 mg/m2 IV D1, melphalan 8 mg/m2 PO D1-4, cyclophosphamide 400 mg/m2 IV D1, prednisone 40 mg/m2 PO D1-7
IFN: IFN 3 million units/m2 MWF SQ","recombinant interferon alfa: 3 million units/m2 SQ Monday-Wednesday
-Friday (3 times a week).","Biological
recombinant interferon alfa: 3 million units/m2 SQ Monday-Wednesday
-Friday (3 times a week)."
13296607,NCT00002548,Experimental,HDCTX with PBSC and interferon,"High dose chemotherapy with peripheral blood stem cells and interferon
Experimental: HDCTX with PBSC and interferon High dose chemotherapy with peripheral blood stem cells and interferon
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Chemo: vincristine 1.2 mg/m2 IV D1, BCNU 20 mg/m2 IV D1, melphalan 8 mg/m2 PO D1-4, cyclophosphamide 400 mg/m2 IV D1, prednisone 40 mg/m2 PO D1-7
IFN: IFN 3 million units/m2 MWF SQ",12896636,Drug,doxorubicin hydrochloride,10 mg/m2/day continuous 1 - 4 q 5 weeks,"HDCTX with PBSC and interferon

High dose chemotherapy with peripheral blood stem cells and interferon
Experimental: HDCTX with PBSC and interferon High dose chemotherapy with peripheral blood stem cells and interferon
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Chemo: vincristine 1.2 mg/m2 IV D1, BCNU 20 mg/m2 IV D1, melphalan 8 mg/m2 PO D1-4, cyclophosphamide 400 mg/m2 IV D1, prednisone 40 mg/m2 PO D1-7
IFN: IFN 3 million units/m2 MWF SQ",doxorubicin hydrochloride: 10 mg/m2/day continuous 1 - 4 q 5 weeks.,"Drug
doxorubicin hydrochloride: 10 mg/m2/day continuous 1 - 4 q 5 weeks."
13296607,NCT00002548,Experimental,HDCTX with PBSC and interferon,"High dose chemotherapy with peripheral blood stem cells and interferon
Experimental: HDCTX with PBSC and interferon High dose chemotherapy with peripheral blood stem cells and interferon
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Chemo: vincristine 1.2 mg/m2 IV D1, BCNU 20 mg/m2 IV D1, melphalan 8 mg/m2 PO D1-4, cyclophosphamide 400 mg/m2 IV D1, prednisone 40 mg/m2 PO D1-7
IFN: IFN 3 million units/m2 MWF SQ",12896637,Drug,melphalan,140 mg/m2 is given IV within 30 minutes of constitution on Day -5,"HDCTX with PBSC and interferon

High dose chemotherapy with peripheral blood stem cells and interferon
Experimental: HDCTX with PBSC and interferon High dose chemotherapy with peripheral blood stem cells and interferon
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Chemo: vincristine 1.2 mg/m2 IV D1, BCNU 20 mg/m2 IV D1, melphalan 8 mg/m2 PO D1-4, cyclophosphamide 400 mg/m2 IV D1, prednisone 40 mg/m2 PO D1-7
IFN: IFN 3 million units/m2 MWF SQ",melphalan: 140 mg/m2 is given IV within 30 minutes of constitution on Day -5.,"Drug
melphalan: 140 mg/m2 is given IV within 30 minutes of constitution on Day -5."
13296607,NCT00002548,Experimental,HDCTX with PBSC and interferon,"High dose chemotherapy with peripheral blood stem cells and interferon
Experimental: HDCTX with PBSC and interferon High dose chemotherapy with peripheral blood stem cells and interferon
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Chemo: vincristine 1.2 mg/m2 IV D1, BCNU 20 mg/m2 IV D1, melphalan 8 mg/m2 PO D1-4, cyclophosphamide 400 mg/m2 IV D1, prednisone 40 mg/m2 PO D1-7
IFN: IFN 3 million units/m2 MWF SQ",12896638,Drug,prednisone,40 mg/m2 PO days 1-7 q 35 days,"HDCTX with PBSC and interferon

High dose chemotherapy with peripheral blood stem cells and interferon
Experimental: HDCTX with PBSC and interferon High dose chemotherapy with peripheral blood stem cells and interferon
High dose chemotherapy with peripheral blood stem cells IND (q 5 weeks): vincristine 0.5 mg/d cont IV D1-4; adriamycin 10mg/m2/d cont IV D1-4; dex 40 mg/d PO or IVPB D1-4, 9-12, 17-20
2nd Reg: cyclophosphamide 1.5g/m2 IV over 1 hr every 3 hrs x 3 (4.5g/m2 total); MESNA 4.5 g/m2 24 hr IV start with cyclo; GCSF 0.25 mg/m2/d SQ; PBSC collection
Chemo: vincristine 1.2 mg/m2 IV D1, BCNU 20 mg/m2 IV D1, melphalan 8 mg/m2 PO D1-4, cyclophosphamide 400 mg/m2 IV D1, prednisone 40 mg/m2 PO D1-7
IFN: IFN 3 million units/m2 MWF SQ",prednisone: 40 mg/m2 PO days 1-7 q 35 days.,"Drug
prednisone: 40 mg/m2 PO days 1-7 q 35 days."
